Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
World,º World,1961,Earths,0.008500975544980471,0.32090927422091237,0.15005432190910348,0.03053870378270376,0.13753181875665313,0.08476816540056233,0.7323042549184371,3A,null
World,º World,1962,Earths,0.008954578988683744,0.3327709890119096,0.1556370743606515,0.03174119370389378,0.1378141979312748,0.08500926597496361,0.751926399945396,3A,null
World,º World,1963,Earths,0.00916712420467374,0.3563043471651519,0.157349484031966,0.03274871793612437,0.13916673785044356,0.08667428475957202,0.7814104254348061,3A,null
World,º World,1964,Earths,0.009579691679215713,0.3777615356994305,0.1616579826847227,0.031933552016845466,0.14344938322290868,0.0856096938041128,0.809991673150835,3A,null
World,º World,1965,Earths,0.00986752257666456,0.3973840309576907,0.16390382779472484,0.034261356007107474,0.14481946200843482,0.08751615967665632,0.8377517412365039,3A,null
World,º World,1966,Earths,0.010532430297915894,0.4151237414881907,0.17119135159400578,0.036276082706850274,0.145681401862368,0.08633766817308428,0.8651423333507413,3A,null
World,º World,1967,Earths,0.010973123856384149,0.4250765957862632,0.17546787969408134,0.03855812983616321,0.14714775355511475,0.08753623218470442,0.8847588556020274,3A,null
World,º World,1968,Earths,0.011425744902338214,0.44815830538247947,0.18047873833703879,0.040819460567007006,0.14806806943986098,0.08730311607802112,0.9162532596691282,3A,null
World,º World,1969,Earths,0.011755595730326421,0.48157746276508023,0.1842643299059878,0.040485732921534685,0.14964496875140593,0.08667484031540502,0.9544040073004376,3A,null
World,º World,1970,Earths,0.012299089419909369,0.5256500180523838,0.18877566085701764,0.040886968124134955,0.15216510433370337,0.08597563440870866,1.0057530344322907,3A,null
World,º World,1971,Earths,0.01302127729737596,0.5433619060869641,0.19569429983786096,0.0398036019113133,0.1526694976944481,0.08725315485856341,1.0318034875268667,3A,null
World,º World,1972,Earths,0.013004683815464381,0.5738275477129078,0.1913694660097158,0.041848044842098614,0.15347255590774125,0.09025069926760713,1.0637741981725855,3A,null
World,º World,1973,Earths,0.013792986669540102,0.6061693489808702,0.20008661527784308,0.04269135088116608,0.15701309023259374,0.08842039170706197,1.1081741083013719,3A,null
World,º World,1974,Earths,0.013805754849140692,0.5995096266689378,0.19648923947469346,0.04412352135850055,0.15771798571083057,0.09138238759168349,1.1030289578677521,3A,null
World,º World,1975,Earths,0.014117111265502757,0.5923050776646681,0.19714532750078056,0.0419139454681783,0.15392306199400524,0.0954566678720162,1.0948618655341285,3A,null
World,º World,1976,Earths,0.014934549291297842,0.6249855192449966,0.20519499506695252,0.04250263871872359,0.15882772421128452,0.09390021776361497,1.140346274035079,3A,null
World,º World,1977,Earths,0.015205528808079575,0.646608533795767,0.20482651365138466,0.041136077433718304,0.1597288258735394,0.09457360384337271,1.1620787047863481,3A,null
World,º World,1978,Earths,0.016302106664391275,0.6498111184110845,0.21660684123649185,0.04044754197278288,0.1605109275450749,0.09297178925101879,1.1766510803668269,3A,null
World,º World,1979,Earths,0.016384786532376253,0.6781980771791553,0.2144483802898316,0.04076772415648357,0.16465852826095365,0.09551947462286735,1.20997798867492,3A,null
World,º World,1980,Earths,0.016439103152060586,0.657946818360154,0.21165688746016392,0.041416444684769856,0.16380435890736575,0.09682342348645957,1.1880866689032996,3A,null
World,º World,1981,Earths,0.017248050531250232,0.6275160406383259,0.21786802457444077,0.041998726604255784,0.1607756727942482,0.09656509814620473,1.1619725524184508,3A,null
World,º World,1982,Earths,0.018156590667985598,0.605459555283119,0.22749718358376253,0.041930518634492424,0.15805850373787195,0.09526636327925997,1.1463696254729876,3A,null
